,Carimbo de data/hora,Endereço de e-mail,Qual é a sua idade?,Gênero,Quais plataformas de mídia social você costuma usar?,Cidade onde Mora,Sexo,Está empregado,Qual sua renda mensal bruta para custo de vida,Você têm religião?,Qual sua religião?,Qual é o tempo médio que você passa nas redes sociais todos os dias em horas?,"Numa escala de 1 a 5, quão facilmente você se distrai?  (Sendo 1 pouco e 5 muito)  ",Você acha difícil se concentrar nas coisas?    ,Pratica esporte com que frequência mensal?,Com que frequência você se distrai com as redes sociais quando está ocupado fazendo alguma coisa?,Com que frequência você se sente deprimido ou está deprimido?    ,Com que frequência você usa mídias sociais sem um propósito específico?,"Numa escala de 1 a 5, com que frequência você se compara a outras pessoas de sucesso através do uso das redes sociais?",Como você se sente quando vê publicações de pessoas mostrando vidas aparentemente perfeitas?,"Como você se sente ao receber poucos ""likes"" em suas postagens?",Você sente que o uso das redes sociais impacta seu humor de forma positiva ou negativa?,Dificuldade para dormir,Qual o impacto que você acredita que as redes sociais causam em você? (sendo 1 muito negativo e 5 muito positivo ),Você acha que passa mais tempo nas redes sociais do que gostaria? ,Como você reage quando vê comentários negativos ou críticas em suas postagens?,"Com que frequência você busca validação por meio de ""curtidas"" ou outros recursos das redes sociais?",Com que frequência você usa mídias sociais sem um propósito específico? ,Você já experimentou sentimentos de inveja ou inferioridade ao se comparar com outras pessoas nas redes? (Ex.: Aquele momento em que você abre a rede social do amigo e pensa dei errado para caramba),Já foi diagnosticado por um profissional com algum dos itens: [Nenhum],Já foi diagnosticado por um profissional com algum dos itens: [Depressão],Já foi diagnosticado por um profissional com algum dos itens: [Ansiedade],Já foi diagnosticado por um profissional com algum dos itens: [Estresse],Já foi diagnosticado por um profissional com algum dos itens: [TDAH],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Bipolar],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de ansiedade social :],"Já foi diagnosticado por um profissional com algum dos itens: [Fobia de Perda de Conexão ( Ansiedade relacionada à ausência de acesso ao celular ou redes sociais, causando angústia e desconforto.]",Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Obsessivo-Compulsivo (TOC)],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de Estresse Pós-Traumático (TEPT)],Já foi diagnosticado por um profissional com algum dos itens: [Dislexia]
1261,2024-11-18 00:14:54,kellycarlson@example.com,33.0,Masculino,sdv-pii-drwnw,sdv-pii-6jjgo,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,1.0,3.0,5,Até 8 vezes,2,0.0,2.0,1.0,3.0,3.0,Positiva,Nenhuma,3,Não,Triste,0.0,4.0,Sim,False,False,True,False,False,False,False,False,True,False,False
1267,2024-11-17 03:34:23,matthew71@example.org,34.0,Masculino,sdv-pii-cbe5i,sdv-pii-j70z8,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,3.0,3,Até 8 vezes,1,0.0,2.0,4.0,1.0,5.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,1.0,0.0,Não,False,False,True,False,False,False,False,False,False,False,False
1272,2024-11-16 17:33:58,ralphking@example.net,60.0,Feminino,sdv-pii-8xa21,sdv-pii-buh6r,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,5.0,5.0,3,Nenhuma,5,1.0,3.0,2.0,3.0,3.0,Positiva,Nenhuma,4,Não,Penso sobre a critica,1.0,1.0,Sim,False,True,False,False,False,False,False,False,False,False,False
1278,2024-11-16 09:10:06,brianlarson@example.net,57.0,Feminino,sdv-pii-pgiqa,sdv-pii-7imqm,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Católico,1.0,4.0,5,Até 8 vezes,1,0.0,0.0,2.0,4.0,3.0,Positiva,Quando fico no cel à noite .,5,Não,Indiferente,0.0,1.0,Não,True,False,True,False,True,False,False,False,False,False,False
1281,2024-11-16 08:56:56,hnewton@example.com,34.0,Masculino,sdv-pii-x59ba,sdv-pii-3pdru,Cisgênero (é o sexo que nasceu),Não,Superior 30 mil,Sim,Evangélico,3.0,2.0,3,Todos os dias,2,2.0,1.0,1.0,4.0,4.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,1.0,Não,False,False,False,False,False,False,False,False,False,False,False
1282,2024-11-16 09:24:41,johnsonrobert@example.org,35.0,Masculino,sdv-pii-d7t9s,sdv-pii-8323h,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,5.0,4.0,2,Nenhuma,4,2.0,2.0,2.0,4.0,5.0,Positiva,Nenhuma,4,Não,Penso sobre a critica,2.0,5.0,Não,True,False,True,False,False,False,False,False,False,False,False
1287,2024-11-16 08:56:56,aaronmaldonado@example.net,37.0,Masculino,sdv-pii-60bve,sdv-pii-l8x2g,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,1.0,3.0,4,Até 4 vezes,2,0.0,2.0,2.0,3.0,1.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,2.0,3.0,Sim,False,True,True,False,True,False,True,False,False,False,False
1296,2024-11-18 20:17:23,angelahayes@example.com,60.0,Masculino,sdv-pii-7aqh4,sdv-pii-pda4o,Não binário,Sim,Superior 30 mil,Sim,Católico,3.0,3.0,1,Até 4 vezes,1,0.0,0.0,1.0,3.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,4.0,Sim,True,False,False,False,False,False,False,False,False,False,False
1298,2024-11-16 18:49:55,benjamin99@example.com,42.0,Feminino,sdv-pii-k7qa6,sdv-pii-mwv8h,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Católico,1.0,5.0,3,Nenhuma,1,0.0,5.0,4.0,4.0,2.0,Positiva,Nenhuma,2,Sim,Indiferente,1.0,3.0,Não,True,True,False,False,False,False,False,False,False,False,False
1304,2024-11-16 08:56:56,patrickcastro@example.com,41.0,Feminino,sdv-pii-bzkxt,sdv-pii-pd98e,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,10.0,1.0,3,Até 4 vezes,4,3.0,5.0,1.0,4.0,3.0,Negativa,Nenhuma,4,Sim,Penso sobre a critica,0.0,1.0,Sim,True,False,True,False,False,False,False,False,False,False,False
1314,2024-11-16 08:56:56,zwhitney@example.net,51.0,Masculino,sdv-pii-j63nm,sdv-pii-zt6hx,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Não,Católico,2.0,2.0,1,Até 4 vezes,2,0.0,3.0,5.0,4.0,3.0,Negativa,Nenhuma,4,Sim,Indiferente,3.0,0.0,Sim,True,True,True,False,False,False,False,False,True,False,False
1330,2024-11-18 01:08:31,stephanie16@example.com,25.0,Masculino,sdv-pii-mog1v,sdv-pii-wihra,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,4.0,2.0,1,Todos os dias,1,0.0,1.0,1.0,5.0,1.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,1.0,Não,True,False,False,False,False,False,False,False,False,False,False
1334,2024-11-16 08:56:56,gmiller@example.net,51.0,Feminino,sdv-pii-cqykk,sdv-pii-v4y9m,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Evangélico,1.0,5.0,1,Até 4 vezes,2,2.0,5.0,1.0,4.0,1.0,Negativa,Nenhuma,4,Não,Penso sobre a critica,1.0,4.0,Não,False,False,False,False,False,False,False,False,False,False,False
1337,2024-11-16 08:56:56,jonathangarcia@example.org,43.0,Masculino,sdv-pii-1zwzq,sdv-pii-c9h99,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,3.0,3,Todos os dias,4,4.0,5.0,2.0,3.0,4.0,Positiva,Muita,3,Sim,Ansioso,0.0,4.0,Não,False,True,True,False,False,False,False,False,False,False,False
1341,2024-11-16 22:22:15,richhenry@example.net,22.0,Feminino,sdv-pii-hvyzc,sdv-pii-bwikm,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,1.0,2,Até 4 vezes,3,3.0,3.0,2.0,4.0,1.0,Negativa,Nenhuma,4,Sim,Penso sobre a critica,3.0,0.0,Não,True,False,False,False,False,False,False,False,False,False,False
1363,2024-11-16 08:56:56,hallvanessa@example.net,60.0,Masculino,sdv-pii-ovnvi,sdv-pii-myq7o,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,5.0,2,Até 4 vezes,1,4.0,4.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,3.0,Sim,True,False,True,False,False,False,False,False,False,False,False
1373,2024-11-16 17:22:41,sheparddeborah@example.com,19.0,Masculino,sdv-pii-9ozx8,sdv-pii-gfvtd,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Evangélico,5.0,3.0,4,Todos os dias,3,3.0,1.0,2.0,3.0,4.0,Positiva,Nenhuma,4,Sim,Penso sobre a critica,2.0,3.0,Não,True,False,True,False,False,False,False,False,False,False,False
1374,2024-11-18 06:43:16,manningtimothy@example.org,60.0,Feminino,sdv-pii-6i48z,sdv-pii-2lazg,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,1.0,3,Nenhuma,1,2.0,2.0,1.0,4.0,3.0,Positiva,Muita,4,Não,Indiferente,0.0,2.0,Não,True,False,False,False,False,False,False,False,False,False,False
1380,2024-11-16 08:56:56,crodriguez@example.org,41.0,Masculino,sdv-pii-mhrnn,sdv-pii-hmu4i,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,1.0,4.0,1,Nenhuma,3,0.0,3.0,1.0,3.0,5.0,Negativa,Nenhuma,3,Não,Indiferente,2.0,2.0,Não,False,False,True,False,False,False,False,False,False,False,False
1383,2024-11-17 01:40:37,cynthiabrady@example.net,23.0,Masculino,sdv-pii-1jnr0,sdv-pii-v0iw6,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,3.0,3.0,5,Até 4 vezes,3,2.0,0.0,1.0,3.0,3.0,Positiva,Nenhuma,5,Não,Indiferente,1.0,1.0,Não,False,True,True,False,False,False,True,False,False,True,False
1386,2024-11-16 08:56:56,joshua01@example.net,20.0,Masculino,sdv-pii-xkyyt,sdv-pii-pt5k4,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,4.0,3.0,3,Até 4 vezes,1,4.0,3.0,1.0,5.0,3.0,Negativa,Quando fico no cel à noite .,4,Sim,Indiferente,0.0,3.0,Não,False,True,True,True,False,False,False,False,False,False,False
1406,2024-11-16 08:56:56,davidcastro@example.org,24.0,Masculino,sdv-pii-zjpds,sdv-pii-3veph,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Evangélico,4.0,3.0,1,Até 4 vezes,2,2.0,5.0,3.0,4.0,5.0,Positiva,Muita,3,Não,Penso sobre a critica,0.0,4.0,Não,True,False,False,False,False,False,False,False,False,False,False
1420,2024-11-16 17:22:07,jeremy09@example.org,26.0,Masculino,sdv-pii-wn0bn,sdv-pii-cz9av,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,2.0,5.0,2,Até 4 vezes,3,2.0,2.0,1.0,2.0,5.0,Positiva,Muita,3,Sim,Penso sobre a critica,1.0,3.0,Sim,False,False,True,False,False,False,False,False,False,False,False
1424,2024-11-16 08:56:56,jane45@example.org,58.0,Masculino,sdv-pii-thtv0,sdv-pii-533z9,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,1.0,3,Nenhuma,2,2.0,3.0,4.0,1.0,3.0,Positiva,Nenhuma,4,Sim,Indiferente,0.0,3.0,Não,True,True,False,False,False,False,False,False,False,False,False
1426,2024-11-16 08:56:56,sharon58@example.org,54.0,Masculino,sdv-pii-lqscy,sdv-pii-fn6bg,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,2.0,4.0,1,Até 4 vezes,3,1.0,3.0,3.0,3.0,5.0,Positiva,Muita,2,Não,Indiferente,0.0,3.0,Não,True,False,False,False,False,False,False,False,False,False,False
1427,2024-11-16 08:56:56,kwalker@example.net,59.0,Masculino,sdv-pii-enup9,sdv-pii-kpgyk,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Não,Evangélico,6.0,3.0,3,Até 4 vezes,3,2.0,0.0,1.0,4.0,4.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,3.0,Não,True,False,True,False,False,False,False,False,False,False,False
1430,2024-11-16 11:29:45,josephwilliams@example.com,60.0,Feminino,sdv-pii-hdog8,sdv-pii-s5ke1,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,3.0,3,Até 4 vezes,3,4.0,4.0,1.0,4.0,5.0,Negativa,Nenhuma,4,Sim,Indiferente,3.0,3.0,Não,False,False,True,False,False,False,False,False,False,False,False
1440,2024-11-16 13:09:24,marymarsh@example.net,37.0,Masculino,sdv-pii-jsuta,sdv-pii-nxxwo,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,1.0,4.0,3,Nenhuma,3,0.0,2.0,2.0,2.0,3.0,Negativa,Nenhuma,4,Não,Triste,0.0,3.0,Sim,True,True,True,False,False,False,False,False,False,False,False
1441,2024-11-16 16:30:17,mercertodd@example.com,24.0,Feminino,sdv-pii-2oda2,sdv-pii-vawr6,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,3.0,2,Até 4 vezes,1,1.0,1.0,1.0,5.0,5.0,Positiva,Muita,4,Não,Triste,2.0,2.0,Não,True,True,False,True,False,False,False,False,False,False,False
1445,2024-11-16 14:33:18,paul90@example.org,26.0,Masculino,sdv-pii-f1z2j,sdv-pii-icwvn,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,5.0,3.0,1,Todos os dias,3,3.0,1.0,1.0,3.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,1.0,Sim,True,True,True,False,True,False,False,False,False,False,False
1452,2024-11-16 21:14:53,bwebster@example.org,53.0,Feminino,sdv-pii-3qh41,sdv-pii-pequx,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,5.0,2.0,3,Nenhuma,1,1.0,4.0,1.0,3.0,2.0,Negativa,Nenhuma,4,Não,Indiferente,0.0,1.0,Não,False,False,True,False,False,False,False,False,False,False,False
1460,2024-11-16 13:09:26,williamray@example.com,48.0,Feminino,sdv-pii-4zbu1,sdv-pii-29t7s,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,5.0,5,Até 4 vezes,3,2.0,1.0,1.0,2.0,5.0,Positiva,Muita,3,Não,Indiferente,2.0,1.0,Não,True,True,True,False,False,False,False,False,False,False,False
1467,2024-11-18 21:19:23,ccase@example.net,27.0,Feminino,sdv-pii-txwlm,sdv-pii-vollv,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,4.0,4.0,1,Até 4 vezes,5,0.0,1.0,5.0,4.0,1.0,Positiva,Nenhuma,4,Sim,Indiferente,2.0,1.0,Não,True,False,False,False,False,False,False,False,False,False,False
1491,2024-11-16 08:56:56,julieallen@example.org,44.0,Masculino,sdv-pii-zvn30,sdv-pii-s8zub,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Não,Católico,4.0,4.0,5,Até 4 vezes,3,1.0,1.0,1.0,3.0,2.0,Positiva,Nenhuma,2,Sim,Indiferente,0.0,1.0,Não,False,False,True,False,False,False,False,False,False,False,False
1493,2024-11-16 08:56:56,xmoran@example.org,60.0,Masculino,sdv-pii-1ui95,sdv-pii-nwo3i,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,4.0,5.0,1,Até 4 vezes,1,2.0,3.0,1.0,3.0,3.0,Positiva,Nenhuma,2,Sim,Indiferente,1.0,5.0,Sim,False,False,True,True,False,False,False,False,False,False,False
1496,2024-11-16 13:18:43,christopherhunt@example.net,48.0,Masculino,sdv-pii-uitt3,sdv-pii-ljjin,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,5.0,3.0,2,Nenhuma,3,0.0,4.0,1.0,3.0,4.0,Negativa,Nenhuma,3,Sim,Ansioso,1.0,0.0,Sim,False,False,True,True,False,False,False,False,False,False,False
1507,2024-11-16 16:46:03,westclaire@example.com,51.0,Masculino,sdv-pii-re9mk,sdv-pii-dvm5y,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,3.0,2.0,2,Nenhuma,2,1.0,2.0,1.0,5.0,3.0,Negativa,Nenhuma,3,Sim,Indiferente,0.0,3.0,Não,True,False,True,False,False,False,False,False,False,False,False
1511,2024-11-16 08:56:56,karenking@example.org,23.0,Masculino,sdv-pii-t1bkw,sdv-pii-46pqg,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,4.0,3.0,3,Até 4 vezes,3,0.0,0.0,3.0,4.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,5.0,Não,False,False,False,False,True,False,False,False,False,False,False
1513,2024-11-16 08:56:56,ybailey@example.org,49.0,Masculino,sdv-pii-fic6t,sdv-pii-g0i7f,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,4.0,4.0,3,Nenhuma,2,4.0,4.0,1.0,4.0,1.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,2.0,Não,True,True,False,False,False,False,False,False,False,False,False
1517,2024-11-16 08:56:56,jordansabrina@example.com,60.0,Masculino,sdv-pii-1qko9,sdv-pii-yplzg,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,2.0,1.0,2,Todos os dias,3,2.0,2.0,1.0,4.0,2.0,Positiva,Nenhuma,3,Não,Ansioso,1.0,1.0,Sim,False,False,True,False,True,False,False,False,False,False,False
1520,2024-11-16 08:56:56,james35@example.com,22.0,Masculino,sdv-pii-vfu7n,sdv-pii-fowwp,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,4.0,3.0,5,Até 4 vezes,2,4.0,4.0,5.0,1.0,5.0,Negativa,As vezes insônia ,3,Não,Indiferente,1.0,1.0,Sim,True,True,False,False,False,False,False,False,False,False,False
1521,2024-11-16 08:56:56,ctaylor@example.net,41.0,Feminino,sdv-pii-zba69,sdv-pii-wihl8,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,nenhuma,2.0,4.0,2,Nenhuma,2,0.0,2.0,3.0,4.0,4.0,Positiva,Muita,3,Sim,Indiferente,1.0,5.0,Não,False,False,False,False,False,False,True,False,False,False,False
1531,2024-11-16 08:56:56,jacob86@example.org,38.0,Masculino,sdv-pii-fvjbl,sdv-pii-4lomo,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Evangélico,1.0,2.0,1,Todos os dias,2,1.0,0.0,1.0,5.0,5.0,Positiva,Quando fico no cel à noite .,3,Sim,Penso sobre a critica,1.0,5.0,Não,True,False,False,False,True,False,False,False,False,False,False
1537,2024-11-16 08:56:56,pfowler@example.org,53.0,Masculino,sdv-pii-relc3,sdv-pii-bdx62,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,4.0,4,Até 4 vezes,2,0.0,1.0,1.0,4.0,3.0,Negativa,Nenhuma,3,Não,Indiferente,0.0,3.0,Não,False,False,False,False,False,False,False,False,False,False,False
1541,2024-11-16 11:48:46,poliver@example.net,19.0,Feminino,sdv-pii-nfr4d,sdv-pii-7xkh5,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Outros,1.0,5.0,2,Todos os dias,1,1.0,2.0,2.0,1.0,3.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,4.0,Não,True,True,False,True,False,False,False,False,False,False,False
1546,2024-11-16 21:26:14,timothy61@example.org,38.0,Masculino,sdv-pii-yiu99,sdv-pii-h1rwp,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,2.0,1,Todos os dias,3,0.0,2.0,1.0,1.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,3.0,Não,True,True,True,False,False,False,False,False,False,False,False
1556,2024-11-16 13:46:50,tyler21@example.org,54.0,Masculino,sdv-pii-wxipw,sdv-pii-dza9x,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,5.0,1.0,3,Até 8 vezes,2,1.0,2.0,5.0,3.0,3.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,2.0,3.0,Não,True,False,False,False,False,False,False,False,False,False,False
1561,2024-11-16 08:56:56,brandymartin@example.net,60.0,Masculino,sdv-pii-jo0z7,sdv-pii-9kkmu,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,1.0,2.0,1,Nenhuma,2,1.0,4.0,1.0,4.0,4.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,2.0,Sim,True,False,True,False,False,False,False,False,False,False,False
1575,2024-11-16 11:10:27,james17@example.com,52.0,Masculino,sdv-pii-03xst,sdv-pii-2tpoc,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,2.0,4.0,3,Todos os dias,1,0.0,3.0,3.0,3.0,2.0,Positiva,Nenhuma,4,Sim,Triste,3.0,3.0,Sim,False,True,True,False,False,False,False,False,False,False,False
1577,2024-11-16 20:23:13,mark05@example.net,45.0,Masculino,sdv-pii-oh4xv,sdv-pii-t7juc,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,2.0,1,Até 4 vezes,2,4.0,2.0,1.0,5.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,2.0,Sim,False,False,False,False,False,False,False,False,False,False,False
1579,2024-11-16 08:56:56,dsullivan@example.com,60.0,Masculino,sdv-pii-lenx2,sdv-pii-xpmb9,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,3.0,4.0,4,Todos os dias,3,0.0,2.0,1.0,3.0,2.0,Negativa,Muita,4,Sim,Indiferente,2.0,2.0,Não,True,False,True,False,False,False,False,False,False,False,False
1581,2024-11-16 18:58:06,michael62@example.net,33.0,Masculino,sdv-pii-39if6,sdv-pii-m61j3,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Católico,3.0,1.0,3,Até 4 vezes,3,1.0,4.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,2.0,Não,True,False,True,False,False,False,False,False,True,False,False
1582,2024-11-17 00:43:53,ryan18@example.net,50.0,Feminino,sdv-pii-bkevb,sdv-pii-1cfag,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,5.0,1,Até 4 vezes,1,0.0,2.0,1.0,1.0,5.0,Negativa,As vezes insônia ,3,Sim,Penso sobre a critica,0.0,2.0,Não,False,False,False,False,False,True,False,False,False,False,False
1586,2024-11-16 14:13:29,larsonpaul@example.org,33.0,Masculino,sdv-pii-cviwj,sdv-pii-cicq4,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,5.0,4.0,1,Até 4 vezes,1,0.0,2.0,2.0,2.0,2.0,Positiva,Nenhuma,3,Não,Estressado,0.0,3.0,Não,False,True,False,False,True,False,False,False,False,False,False
1590,2024-11-16 08:56:56,nwhite@example.net,60.0,Masculino,sdv-pii-izyqj,sdv-pii-dtvhg,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,1.0,2.0,4,Todos os dias,1,2.0,2.0,4.0,2.0,1.0,Positiva,Nenhuma,4,Não,Ansioso,2.0,1.0,Não,True,True,False,False,False,False,False,False,False,False,False
1592,2024-11-16 12:32:38,vicki11@example.net,60.0,Feminino,sdv-pii-opyyv,sdv-pii-swhdr,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Católico,4.0,2.0,1,Todos os dias,1,2.0,3.0,3.0,3.0,3.0,Positiva,Muita,4,Sim,Indiferente,0.0,3.0,Não,False,True,True,False,False,False,False,False,False,False,False
1596,2024-11-16 08:56:56,juan47@example.net,21.0,Masculino,sdv-pii-atk0n,sdv-pii-ef4c1,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,4.0,4,Nenhuma,3,1.0,3.0,5.0,4.0,1.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,3.0,Não,False,True,False,False,False,False,False,False,False,False,False
1602,2024-11-16 12:25:37,anthony30@example.com,19.0,Feminino,sdv-pii-1ztxw,sdv-pii-q7iue,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,5.0,1,Nenhuma,1,0.0,4.0,2.0,4.0,2.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,0.0,Não,True,True,False,False,False,False,False,False,False,False,False
1610,2024-11-16 08:56:56,ashley62@example.net,60.0,Masculino,sdv-pii-d2td6,sdv-pii-zaw8n,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,3.0,4,Até 4 vezes,1,1.0,3.0,1.0,3.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,5.0,Sim,True,False,True,False,False,False,False,False,False,False,False
1616,2024-11-16 08:56:56,carrievasquez@example.net,48.0,Feminino,sdv-pii-hny9a,sdv-pii-wk1q4,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Não,Evangélico,3.0,3.0,3,Nenhuma,3,2.0,2.0,1.0,5.0,1.0,Negativa,Nenhuma,2,Sim,Indiferente,1.0,5.0,Não,False,False,True,False,False,False,False,False,False,True,False
1619,2024-11-17 02:42:44,lindseyeric@example.org,51.0,Feminino,sdv-pii-cz4v7,sdv-pii-55wxe,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,1.0,4.0,2,Nenhuma,2,0.0,5.0,2.0,4.0,5.0,Positiva,Nenhuma,3,Não,Triste,1.0,3.0,Não,True,False,True,False,False,False,False,False,False,False,False
1631,2024-11-17 19:29:27,xgraham@example.net,28.0,Masculino,sdv-pii-yh8p0,sdv-pii-pdof0,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,6.0,4.0,2,Nenhuma,3,0.0,3.0,1.0,1.0,4.0,Negativa,Nenhuma,3,Não,Indiferente,0.0,5.0,Não,True,False,False,False,False,False,False,False,False,False,False
1635,2024-11-16 13:26:04,brandonguerrero@example.com,22.0,Masculino,sdv-pii-cn858,sdv-pii-f44pn,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Evangélico,3.0,5.0,2,Nenhuma,5,4.0,2.0,2.0,5.0,3.0,Negativa,Nenhuma,3,Sim,Indiferente,1.0,1.0,Sim,True,True,True,False,False,False,False,False,True,False,False
1638,2024-11-16 12:11:23,davejacobs@example.com,53.0,Masculino,sdv-pii-czgfc,sdv-pii-866ha,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Não,Católico,3.0,2.0,3,Até 4 vezes,3,0.0,2.0,1.0,5.0,2.0,Positiva,Nenhuma,3,Sim,Penso sobre a critica,2.0,3.0,Não,True,False,True,False,False,False,False,False,False,False,False
1641,2024-11-16 12:36:58,emily45@example.net,34.0,Masculino,sdv-pii-pfow9,sdv-pii-qyxe5,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,7.0,3.0,3,Nenhuma,2,0.0,1.0,4.0,5.0,2.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,4.0,Sim,False,True,True,False,False,False,False,False,False,False,False
